tweet_text	target
rt @cesc_1213: ust hospital's generator already died!!! please send some rescuers! @rescueph #rescueph #reliefph @themayorlim @tv5manila ...	infrastructure_utilities
rt @mgakasabihan: #rescueph: ust is in need of help right now. ust hospital's generator already died.	donations_volunteering
nasa bubong with 1y/o baby. charmaine dequit 64 langka st. bulelak malanday marikina city 09172551204 #rescueph	affected_individuals
funaninews: heavy rains submerge metro manila in flood. http://t.co/u3ro4egu check this out!! 👈📝	caution_advice
“@jrenazal: ust hospital's generators already died! #rescueph #reliefph @ancalerts @abscbnnews @gmanews”	donations_volunteering
rt @tagafeukakung: uerm really needs help!! flood is almost at 3rd floor where the nursery is. no rescuers the whole day. #rescueph	infrastructure_utilities
rt @majoclsn: ust hospital's generator already died!!! please send some rescuers! @rescueph #rescueph #reliefph @themayorlim @tv5manila  ...	infrastructure_utilities
for those students in #ust area who can't buy food due to the flood, please contact 09066958133. spread the word. #rescueph	donations_volunteering
rt @kimpoyfeliciano: ust hospital's generator has already died. doctors and patients in dire need of help. #rescueph :(	infrastructure_utilities
pgh is also in need of help. #reliefph	infrastructure_utilities
rt @siragacer: ust hospital's generator already died!!! please send some rescuers! @rescueph #rescueph #reliefph @themayorlim @tv5manila ...	donations_volunteering
“ust hospital's generator already died!!! please send some rescuers! @rescueph #rescueph #reliefph @themayorlim @tv5manila @ancalerts”	donations_volunteering
rt @super_janice: family needs rescuing. address: 55 guirayan st. brgy. dona imelda, araneta ave., qc. #rescueph pls rt	affected_individuals
rt @kimpoyfeliciano: ust hospital's generator has already died. doctors and patients in dire need of help. #rescueph :(	infrastructure_utilities
heavy floods hit manila (video) : worldwide weather watch -  #wibiya -  http://t.co/hfo6ef0v	other_useful_info
rt @cairaleawesome: somehow naiiyak ako sa pilipinas. :( #rescueph myghad. kawawa yung mga taong wala ng bahay. #prayforthephilippines	not_applicable
rt @tagafeukakung: uerm really needs help!! flood is almost at 3rd floor where the nursery is. no rescuers the whole day. #rescueph	infrastructure_utilities
ust hospital and uerm in need of immediate help. ust's morgue is flooded, uerm's nursery is near being flooded. please please #rescueph	infrastructure_utilities
#rescueph #prayforthephilippines god bless any affected.	sympathy_prayers
rt @cesc_1213: ust hospital's generator already died!!! please send some rescuers! @rescueph #rescueph #reliefph @themayorlim @tv5manila ...	infrastructure_utilities
rt @heywhereyou: hi @twitter, can every tweet with hashtag #rescueph be a $1 donation to the philippines victims? - pls retweet this unt ...	donations_volunteering
rt @2ne1_cambodia: we're praying for the philippine!! no more heavy rain! no more flood! please stay safe!!! god bless the... http://t.c ...	sympathy_prayers
please use #reliefph and #rescueph for real scenarios only. don't mislead the public. this is no joke. grow up fellas!	caution_advice
@jyramay pls rt! need ng rescuers sa uerm. halos 3rd floor na yung baha, nandun yung nursery. #rescueph	donations_volunteering
can somebody call #rescueph team to priorities ust hospital, generators are down and needs urgent help.	donations_volunteering
rt @brythedog: hospitals that need help (food &amp; water): ust hospital, uerm and philippine general hospital. #rescueph #reliefph pls  ...	donations_volunteering
rt @brythedog: hospitals that need help (food &amp; water): ust hospital, uerm and philippine general hospital. #rescueph #reliefph pls  ...	donations_volunteering
rt @gmanews: pgh hospital staff, patients need food and water. pgh is isolated by flood. #reliefph (via @studentregentup @upmanilaonline)	donations_volunteering
rt @jhaztin: ust hospital, uerm and pgh needs urgent rescue. #rescueph #mmda	infrastructure_utilities
rt @mcdo_ph: mcdonald's stores open in metro manila are now accepting donations in kind (rice, noodles, canned goods, etc.) for flood vi ...	donations_volunteering
“@gmanews: ust hospital appeals to phl red cross for water and food. #rescueph #reliefph (via @joseph_morong)”	donations_volunteering
rt @brythedog: hospitals that need help (food &amp; water): ust hospital, uerm and philippine general hospital. #rescueph #reliefph pls  ...	donations_volunteering
meycauyan doctors hosp does not have generators anymore. pls help. lots of babies there. thanks. #rescueph rt @reginevalcasid @keancipriano	donations_volunteering
ust, uerm, pgh and trinity are needing immediate rescue and supply. some patients are in critical condition. help! #rescueph #reliefph	infrastructure_utilities
rt @tellothelle: ----------in need of rescue teams sa palanza street, brgy. dona imelda, sta. mesa, qc. please rt!! #rescueph @gmanews @ ...	donations_volunteering
@kc_concepcion: pls rt: need rescue 65 st peter ave francisco subd veintereales valenzuela city! mother+child+pets #rescueph	affected_individuals
nikka mindanao - needs rescue 09178285483 @divinemlee @gmanews @abscbnnews #rescueph	donations_volunteering
please send rescue teams to malabon navotas area. was stranded there for 8 hrs. a lot of people still trapped in letre road #rescueph	affected_individuals
i didn't know the situation in manila has gotten worse. let's all help our fellow men. let's pray for all the people affected. #rescueph	sympathy_prayers
rt @maryghek: pregnant mom and small kids trapped in 5ft flooded house #283 l. dela cruz st. brgy. isla valenzuel #rescueph @reginevalcasid	donations_volunteering
#rescueph free live tv anywhere! http://t.co/rqd1xian http://t.co/yaxrmyj7 fufu	not_applicable
rt @iamreyno: rt @glocdash9: rt @gmanews: ust hospital appeals to phl red cross for water and food. #rescueph #reliefph (via @joseph_morong)	donations_volunteering
@keancipriano ust hospital needs help! their generator wont last long. patients will suffer. #rescueph #reliefph	infrastructure_utilities
rt @esguerramics: hospitals that need help (food &amp; water): ust hospital, uerm and philippine general hospital. #rescueph @keancipria ...	donations_volunteering
rt @tagafeukakung: ust hospital's generator already died!!! please send some rescuers! @rescueph #rescueph #reliefph @themayorlim @tv5ma ...	donations_volunteering
#rescueph live tv on your phone f.r.e.e http://t.co/zrf8xxbk http://t.co/7e82fawz fufu	donations_volunteering
rt @barrettojulia: rt @swagalona: @barrettojulia pls rt! for those who want to donate -&gt; http://t.co/sfpu2qvt #reliefph #rescueph	donations_volunteering
rt @solid_abscbn: don't panic to this genesis 8:7-12 god promised to never do that again. think positive, be positive.! pinoys!! #rescueph	sympathy_prayers
@dalekins #39 mongo st. tumana, marikina. family stranded on the roof, no food and drink since morning. #rescueph	affected_individuals
@keancipriano delos santos hospitals generator may die in any moment. need help! #rescueph rt pls	infrastructure_utilities
rt @maryghek: pregnant mom and small kids trapped in 5ft flooded house #283 l. dela cruz st. brgy. isla valenzuel #rescueph @reginevalcasid	affected_individuals
thank you so much! rt“@neilhimself: sending love and worry to the philippines.  (will also send aid donation using #reliefph info....)”	donations_volunteering
please send food and water to ust, uerm and pgh, they need it more than we do. #rescueph	infrastructure_utilities
please use social media responsibly. you would not want to be like the boy who cried wolf. #rescueph #reliefph #floodsph	caution_advice
rt @koyat61205: help! residents of sto tomas pampanga in dire need of instant food and water.pls rt #reliefph @chitomirandajr @pnebackup ...	affected_individuals
bracing for another 24 hours of red warnings. hopefully tomorrow will be the last day of the siyam-siyam rains. #habagat	caution_advice
rt @mcdo_ph: mcdonald's stores open in metro manila are now accepting donations in kind (rice, noodles, canned goods, etc.) for flood vi ...	donations_volunteering
#rescueph free 1000 tv channels on your phone? http://t.co/bclkg6vx http://t.co/jl5go9p6 fufu	not_applicable
rt @joan_mosqueda: @jimparedes : help po pa rescue family ni luz santos 154 brgy flovi home letre tonsuya malabon. #rescueph	affected_individuals
rt @carrillotani contd. : house is a bungalow &amp; water is knee deep already &amp; rising fast. #rescueph	other_useful_info
rt @gmanews: up-pgh update: pgh director says, pgh is under control. #reliefph (via @upmanilaonline)	caution_advice
pls help the people here in tua high school along e. rod they need food, water, clothes and blankets! #rescueph @tv5manila @mmda	infrastructure_utilities
#rescueph live tv on your mobile, http://t.co/n9nepjtw http://t.co/syfrqpio fufu	caution_advice
#rescueph the easiest way to get tv on your phone? http://t.co/ynaomfnh http://t.co/ucpg1bhv fufu	affected_individuals
rt @sirmecmec: the hospitals of ust and uerm needs urgent rescue because their power generator will stop anytime soon. #rescueph #reliefph	infrastructure_utilities
“@gmanews: pgh hospital staff, patients need food and water. pgh is isolated by flood. #reliefph (via @studentregentup)” @leyjuaymah	infrastructure_utilities
trinity university of asia - high school campus (along e.rodriguez sr. ave., qc) is open for evacuees and donations. please rt! #rescueph	donations_volunteering
@sofiaandress: we need rescue here! we need to evacuate. address 212 m.h. del pilar st tinajeros malabon city” #rescueph please help them.	donations_volunteering
#rescueph free live tv mobile! http://t.co/tuuc9uvs http://t.co/5fipaakg fufu	not_applicable
#rescueph live tv on your mobile, http://t.co/uzpfngow http://t.co/ymsqqn3a fufu	donations_volunteering
rt @heywhereyou: hi @twitter, can every tweet with hashtag #rescueph be a $1 donation to the philippines victims? - pls retweet this unt ...	donations_volunteering
rt @pwincesspoblete: “@saabmagalona: please use this form from #rescueph to report needs for rescuing! please spread the word! https://t ...	caution_advice
rt @kimnapaoocampo: #rescueph @mmda rt @reginevalcasid ..no help for nikka mindanao yet.. (4122 balodivino st. sta.mesa, manila) +63917 ...	affected_individuals
rt @officialljreyes: @mmda @gmanews #rescueph i need help for 81yr old grandma stuck alone in her house victoria teeten tan  2309 unit#3 ...	affected_individuals
rt @solid_abscbn: don't panic to this genesis 8:7-12 god promised to never do that again. think positive, be positive.! pinoys!! #rescueph	sympathy_prayers
rt @kimpoyfeliciano: thinking of philippines and my fellow filipinos. trust god! everything will be fine. stay safe po! #rescueph :(	sympathy_prayers
rt @abi_valte: folks, please tweet calls for rescue in the san juan to cong. @jvejercito who has agreed to field them. #rescueph	caution_advice
@divinemlee rt @kimnapaoocampo: ..no help for nikka mindanao yet.. (4122 balodivino st. sta.mesa, manila) +639178285483 #rescueph	affected_individuals
rt @letletsingca: pls save dis family! #rescueph cp #09292440006 #277 matipuno st. pinalagad, malinta val. city. may tela puti malapit s ...	affected_individuals
rt @ashrald: ashrald for #rescueph : unite for a cause - for donations please contact @xed5652 or email ashraldbabes@yahoo.com... http:/ ...	donations_volunteering
rt @iamtotoheart: nasa bubong with 1y/o baby. charmaine dequit 64 langka st. bulelak malanday marikina city 09172551204 #rescueph	affected_individuals
rt @sofiaandress: delos santos hospitals generator may die in any moment. need help! #rescueph	infrastructure_utilities
rt @freelancewj: hi @twitter, can every tweet with hashtag #rescueph be a $1 donation to the philippines victims? - pls retweet this unt ...	donations_volunteering
#rescueph 1000 tv channels on your cell phone? http://t.co/t5ezmi73 http://t.co/fpycrqmg fufu	donations_volunteering
rt @officialljreyes: @mmda @gmanews #rescueph i need help for 81yr old grandma stuck alone in her house victoria teeten tan  2309 unit#3 ...	affected_individuals
#rescueph the easiest way to get tv on your phone? http://t.co/cqrqtwwt http://t.co/zyrucgsx fufu	not_applicable
rt @stephaustria_: @saabmagalona @maxenemagalona my friend's family needs rescue at 109 yanga st. maysilo, malabon. pls help rt. #rescueph	affected_individuals
rt @sophiesticaated: #rescueph rescue needed asuncion family (incl.1 yr old baby) &amp; 70 y/o dad. 507 kamagong st, st joseph subd cain ...	affected_individuals
rt @ancalerts: mayor jun binay also says that @makatitraffic will also receive calls for rescue in the makati area #rescueph | via usec. ...	donations_volunteering
rt @loyoung: pls help the people here in tua high school along e. rod they need food, water, clothes and blankets! #rescueph pls rt!	affected_individuals
“@pcdspo: emergency numbers list. #reliefph @govph http://t.co/bblmn7ug | via @gangbadoy”	donations_volunteering
rt @dinolazaro: @mmda @gmanews #rescueph i need help for 81yr old grandma stuck alone in her house victoria teeten tan  2309 unit#301 g. ...	donations_volunteering
rt @iamsuperbianca: emergency numbers list per city via @gangbadoy #reliefph http://t.co/sdofnfdm	donations_volunteering
rt @gmanews: residents of kasiglahan village in montalban, rizal appeal for food, water and blankets. #reliefph (via @markzambrano)	donations_volunteering
rt @laureenmuy: rt @pcdspo: emergency numbers list. #reliefph @govph http://t.co/loddltjb | via @gangbadoy	donations_volunteering
@btwprod hello. please rt. manila fans experiencing torrential rains and massive floods. #prayforthephilippines.	other_useful_info
more dried clothes and blankets needed at holy family parish, roxas district, asap  #rescueph	donations_volunteering
rt @gmanews: up-pgh update: for those who want to help, pgh doctors, nurses on duty are requesting for food and water. #reliefph (via @u ...	donations_volunteering
rt @kimpoyfeliciano: thinking of philippines and my fellow filipinos. trust god! everything will be fine. stay safe po! #rescueph :(	sympathy_prayers
rt @sophiesticaated: #rescueph rescue needed asuncion family (incl.1 yr old baby) &amp; 70 y/o dad. 507 kamagong st, st joseph subd cain ...	affected_individuals
even in mindanao, it rains. and it really pours. #rescueph http://t.co/lkvmnsn3	other_useful_info
#smile break muna :-) read this open letter to #habagat 'h' daw kasi after gener. ps: si helen yun, not you http://t.co/yfaale5s	not_applicable
rt @heywhereyou: hi @twitter, can every tweet with hashtag #rescueph be a $1 donation to the philippines victims? - pls retweet this unt ...	donations_volunteering
rt @freelancewj: hi @twitter, can every tweet with hashtag #rescueph be a $1 donation to the philippines victims? - pls retweet this unt ...	donations_volunteering
rt @anakbayan_ph: donate, share, and volunteer for the flood victims! http://t.co/a6kut6wa #tulongkabataan #reliefph	donations_volunteering
rt @itscityhunter: we need rescue here! we need to evacuate. address 212 m.h. del pilar st tinajeros malabon city” #rescueph @rescueph @ ...	donations_volunteering
rt @enzosalad: rt @ancalerts: #rescueph #ugc rt @intermegette west riverside corner kentucky st. sfdm q. c. 86 ... http://t.co/ktfs6o7i	infrastructure_utilities
rt @gmanews: pgh not in emergency situation. but relief goods will be accepted for distribution in flood-stricken areas. #reliefph (via  ...	donations_volunteering
#rescueph @gangbadoy rt @reimaricon: no rescue yet!stranded since 3pm.kaya valila+10-12fam (3-5mems).b53 l12teachers village,catmon,malabon	other_useful_info
@mmda #rescueph  rt @mayiedelrosario: @kbrosas parescue po,my kuya hs wife&amp;amp;kid w/dogs stock (cont) http://t.co/b6rjqiqp	donations_volunteering
i can't help financially, but i can be a volunteer! #rescueph #reliefph	donations_volunteering
#emergencynumbers: ndrrmc: (02) 911-1406, 912-2665, 912-5668. mmda: 136. pnp: 117. red cross: 143 or 527-0000 #rescueph via @govph	caution_advice
@bonaelamour international friends who might want to help out via donations: http://t.co/czcdt6ad #rescueph #prayforthephilippines	donations_volunteering
campos family needs to be rescued in 101 kapiligan st. dona imelda, qc. family of 8 with 2 senior citizens #rescueph	donations_volunteering
#rescueph grabe na ang mga baha sa bansa natin..pa lala ng pa lala	sympathy_prayers
rt @heydaynedreamer: ust hospital's and uerm's generators are now officially dead. they need help. #rescueph :((((	donations_volunteering
rt @solid_abscbn: don't panic to this genesis 8:7-12 god promised to never do that again. think positive, be positive.! pinoys!! #rescueph	sympathy_prayers
rt @miriamq: reported @graciaclave: @miriamq #rescueph mheann calamba (09168982565) brgy. malanday paradise, acasia st., marikina. no re ...	affected_individuals
help those in need please   #rescueph #prayforthephilippines	sympathy_prayers
rt @remzmarie: rescue needed in provident village asap. floods are getting worse. please rt. #rescueph	donations_volunteering
#rescueph did this truly occur?! http://t.co/givswldn	not_applicable
rt @kojimeno: anyone near ust hospital? they need help badly. 2nd floor is flooded, patients &amp; staff have no food. #rescueph	donations_volunteering
@mondgutierrez bgy. niugan. n.vicencio street needs a rescue. they need 2 evacuate. walang nakakakita sa kanila dun. #rescueph	caution_advice
rt: got a friend residing in malabon who requests 4 help *23mesina st.tinajeros malabon +639158910816 * with kids, pls pls thanks #rescueph	affected_individuals
and also the doxycycline for leptospirosis prophylaxis isn't recommended. better wash the exposed part with clean water and soap! #reliefph	caution_advice
#rescueph wow grabe na ang ulan ang lakas sobra !!!	donations_volunteering
“@purplereenamae: “@tagafeukakung:ust hospital's generator already died! please send some rescuers! #rescueph-- nako, pano na mga patients?	donations_volunteering
reported @sonnie:  needs to be rescued @ blk 12 lot 6 3rd st. tanong malabon flood &amp; no electricity. 09194199630 annlyn santos #rescueph”	affected_individuals
rt @elemooo: pls help! raiza lacostales and 3 others trapped @ 39bougainvilla st.minahan malanday +639175320538.#rescueph @chitomirandaj ...	affected_individuals
rt @elemooo: pls help! raiza lacostales and 3 others trapped @ 39bougainvilla st. minahan malanday +639175320538. #rescueph @saabmagalon ...	donations_volunteering
rt @jenniferdalrich: rt @reginevalcasid pls help: people in hermosa,bataan r in roofs now,there's no rescuers helping as of now. #rescueph	donations_volunteering
rt @elemooo: pls help! raiza lacostales and 3 others trapped @ 39bougainvilla st. minahan malanday +639175320538. #rescueph @yengplugged ...	affected_individuals
rt @cnni: philippine floods kill more than 50 people. parts of manila evacuated. http://t.co/ajkqnqro #cnn	affected_individuals
“@solid_abscbn: don't panic to this genesis 8:7-12 god promised to never do that again. think positive, be positive.! pinoys!! #rescueph”	sympathy_prayers
rt @anjhainto: for those who want to volunteer in up chk gym 9am for the iskooperation. #reliefph	donations_volunteering
http://t.co/kvgis3hh #reliefph #rescueph #prayforthephilippines	sympathy_prayers
@jcsalamankero: rescue pls hed woodwork 338 gov pascual brgy catmon, malabon tapat ng gulayan near chinese temple 0917846655 #rescueph	affected_individuals
rt @pcdspo: mayor jun binay says to report calls for rescue in the makati area to 02 - 8701000 #rescueph | via @abi_valte	other_useful_info
[ ph-manila high tide - aug 8th - http://t.co/feo8gzyd ]: 02:11am (+3.1m) / 01:51pm (+2.9m) #phalert #rescueph #besafe #philippines	caution_advice
rt @solid_abscbn: don't panic to this genesis 8:7-12 god promised to never do that again. think positive, be positive.! pinoys!! #rescueph	sympathy_prayers
need help asap w/ 3 days old baby unit 1 pine cluster st., pineville subd. lawa meycauayan bulacan. 09166049812 #rescueph @rescue5ph	affected_individuals
the landslide in the manila suburb of quezon city buried two houses, leaving the nine people dead and four others injured. #floodsph	affected_individuals
rt @claudialtavas: pls rt!! daryll patco 54 thaddeus st. marietta romeo village, brgy. sta. lucia, pasig 09175695576 #rescueph @inquirer ...	affected_individuals
rt @norweirdgian: paki-tag yung involve sa meycauayan,bulacan kanina pa sila humihingi ng tulong wala pa raw nag-rescue. #rescueph	donations_volunteering
daryll patco 54 thaddeus st. marietta romeo village, brgy. sta. lucia, pasig 09175695576 @pcdspo @govph #rescueph #floodsph	affected_individuals
rt @graciamaldita: @jigsmayuga pls rt family of 8 with 2 seniors is trapped in their home! please help #rescueph add is 101 kapiligan s ...	affected_individuals
sana po magkaron ng pagrescue sa san juan, kalentong. sa baba ng bonifacio st. marami na pong natrap sa 2nd floor ng mga bahay #rescueph	affected_individuals
rt @solid_abscbn: don't panic to this genesis 8:7-12 god promised to never do that again. think positive, be positive.! pinoys!! #rescueph	sympathy_prayers
rt @sofiaandress: we need rescue here! we need to evacuate. address 212 m.h. del pilar st tinajeros malabon city” #rescueph”	donations_volunteering
rt @cosmoskin: “@graciamaldita:pls rt family of 8 with 2 seniors is trapped in their home! pla help #rescueph add is 101 kapiligan st d ...	affected_individuals
rt: @itsgabbyantonio: people reportedly trapped inside their houses at midtown subdivision at marikina city. #rescueph (via @iamangelicap)	affected_individuals
rt @rescueph: @rescueph help textline : +639051456217 (globe) | +639293510068 (smart) | +639323608563 (sun) | #rescueph	donations_volunteering
nid rescue 12 maginhawa pag-ibig town 3 brgy.san isidro,cainta hope the rescue reach dem asap.k-ann 09498958759 #rescueph	affected_individuals
rt @joeybonifacio: i'm encouraging those who can to help with our relief work at @victoryfort tomorrow at 10am. #rescueph	donations_volunteering
@kamrul: #rescueph trapped no food water since 9am ellen,ph9, mariposa st midtown village cainta,09062424937	affected_individuals
rt @justcuevas: frm t. sevilla: 4 persons needs #rescueph at the only house now that can be seen at 52 sanchez st. tinajeros malabon.	affected_individuals
rt @astroplus1: nasa bubong with 1y/o baby. charmaine dequit 64 langka st. bulelak malanday marikina city 09172551204 #rescueph	affected_individuals
rt @pauljake1222: “@rescueph: @rescueph help textline : +639051456217 (globe) | +639293510068 (smart) | +639323608563 (sun) | #rescueph”	other_useful_info
rt @campexplore: 41 tirad pass cor sto domingo qc! 10 persons including 2 kids. last working number 0917 812 4218. magoo dulalia #rescueph	affected_individuals
rt“@gmanews: ndrrmc: nearly 50% of metro manila submerged in floodwater due to heavy monsoon rains. #reportersnotebook” #rescueph	caution_advice
i cant sleep with all this news! rain rain go away! let the flood subside! #floodsph #reliefph #rescueph #prayforthephilippines #praying #	sympathy_prayers
rt @yabs20: @mellyricks09 please help borres family w/ 2y/o child!! no communications yet @ 10 balut st. tonsuya malabon#rescueph	affected_individuals
rt @kmsians: let's all pray for those who lost their homes and now living in cold and starving... #rescueph #godblessph #prayersforevery ...	sympathy_prayers
: @arianelovesali:  pls help our friends in funeraria paz. 24hrs trapped. no foodwater &amp; electricity. lots of kids there. #reliefph	affected_individuals
rt @solid_abscbn: don't panic to this genesis 8:7-12 god promised to never do that again. think positive, be positive.! pinoys!! #rescueph	sympathy_prayers
keep safe #rescueph #reliefph	sympathy_prayers
aerial view of manila flood - aug 7th, 2012 (please help): http://t.co/vcewlq8g via @youtube	affected_individuals
rt @norweirdgian: paki-tag yung involve sa meycauayan,bulacan kanina pa sila humihingi ng tulong wala pa raw nag-rescue. #rescueph	affected_individuals
no time to rest. a lot of our kababayans are still out there. we have plenty of time to rest when this nightmare is over. #rescueph	sympathy_prayers
rt @ladyannsalem: free tv news coverage of #habagat rains &amp; flood over. switching to radio news. listening to dzbb now.	other_useful_info
rt @akoposimarcelo: parang gusto kong lumabas at tumulong sa mga nagrerescue. parang i need to do something :| #rescueph	sympathy_prayers
rt @nicolecanilao: #reliefoperations #rescueph http://t.co/zeoxlhen	donations_volunteering
subscribe to my list weather-traffic-update #rescueph to get tweets only about rain/flooding in ph, you don't have to follow me it's public.	caution_advice
rt @angeliedesu: #rescueph a pregnant woman's staying on top of a roof near 54 kapiligan st. brgy. dona imelda qc. please help!!	affected_individuals
don't tell god how strong the typhoon is, tell the typhoon how big your god is. genesis 8:7-12 #rescueph #philippines””	sympathy_prayers
rt @gmanews: update as of 2:00 am, where to bring your donations or to volunteer http://t.co/05anrld6 #reliefph	donations_volunteering
“@interaksyon: rt @kamrul: #rescueph #phalerts @mmda @interaksyon rescue request! #8 a villa st, brgy batis, san juan city @rescue5ph”	affected_individuals
@philredcross @mmda cj de silva &amp; family/212 a mh del pilar st. tinajeros malabon #rescueph	affected_individuals
@garyvalenciano1  text red &lt;amt&gt; to 2899 donate even small amounts to red cross. 20,50,100.. be generous with our loads.#reliefph #rescueph	donations_volunteering
rt @schizoprano: #reliefph @gangbadoy food &amp; h2o needed. provident village melbourne cor riverside. aina yambao. with 40 ppl with ki ...	donations_volunteering
rt @jiyansatabi: rt  #rescueph we have a patient that can't move. hewlp pls&gt; 09285501849. - tony igcalinos, cainta rescue.	affected_individuals
rt @sophiabush: #rescueph rt @_starzoom: @sophiabush please #prayforthephilippines 90% of our country is said to be flooded. the news  h ...	sympathy_prayers
rt @pacoevangelista: please help rt @viaveloso1: rt @ellenolleres: #rescueph @pacoevangelista those who are in uerm the flood is now goi ...	donations_volunteering
rt @iamcheche25: @keancipriano please help! #65 manhattan cor paris st. provident. lola is bedridden :( leopoldo viola-09332867387 #rescueph	affected_individuals
https://t.co/v3conb2c #rescueph form. fill up if you know someone that needs help	other_useful_info
rt @sassyangelie: mandaluyong command center. tel # 5882200 #phalerts #rescueph | via @gangbadoy @mandaluyongpio	donations_volunteering
@oprah pls.rt #reliefph manila needs your help. #philredcross to help hospitals and evacuees due to flood. http://t.co/99yrc9ct	donations_volunteering
rt @echotuscano: pls help cherrylyn aggabao pregnant due na po niya on aug 11 61 sitio balot tonsuya malabon city” #rescueph	affected_individuals
rt @campexplore: @kbrosas 41 tirad pass cor sto domingo qc! 10 persons including 2 kids. 0917 812 4218. magoo dulalia #rescueph	affected_individuals
#rescueph rescue naman po sa place ng boyfriend ko sa araneta ave.quezon city near so-en .. contact 09328428785 (sun) / 09129848222	affected_individuals
rt: @ancalerts: marikina river level as of 2:15am is 21.5m #marikinastaystrong #rescueph #reliefph	caution_advice
rt @ejaygarcia83: don't tell god how strong the typhoon is, tell the typhoon how big your god is. genesis 8:7-12 #rescueph #philippines	sympathy_prayers
video: philippine floods kill over 60 people http://t.co/7pzspsju	affected_individuals
rt @divinemlee: spoke to her. reported need rescue rt @bianxcady: (eva. 09084810336) 39b bernardo st. bgy. mariblo, q.c #rescueph pls help	affected_individuals
rt ust hospital's generator already died! please send some rescuers! #rescueph --- @doblezeta @divinemlee @mmda	donations_volunteering
rt @arcanespeaks: good news! alert level is down to green. #rescueph	caution_advice
@candyspecs: pls. monitor landcom village in sta. mesa manila.. families trap in martes st. beside river.  #rescueph @mmda musta kau gerri	donations_volunteering
rt @mrvasallo: if you see animals or pets in need of rescue please contact peta. call 817-5292. #rescueph	donations_volunteering
rt @rapplerdotcom: rain affects close to a million in 11 regions! read: http://t.co/vplxzvhq #weatheralert #floodph	other_useful_info
rt @xocoleyf: my heart goes out to all of the families who are dealing with the floods in manila right now. &lt;3	sympathy_prayers
a pregnant woman needs help. on top of a roof near 54 kapiligan st. araneta village brgy. dona imelda qc #rescueph	affected_individuals
how many wake up calls do we still need just to learn from our past. godbless rp. #prayforthephilippines #rescueph #reliefph	sympathy_prayers
to all ofw,let's volt in! share blessings thos in need esp ths time &amp; pray for phils..#prayforthephilippines #rescueph @iamderekramsay	sympathy_prayers
list of suspension announcements for 8/8/12 ~&gt; http://t.co/2dnfpqpn #rescueph	other_useful_info
#reliefph wtf!!! are these claims legitimate?  http://t.co/spexzc7p	not_applicable
rains flood manila area, sending thousands fleeing – new york times http://t.co/9wkripys	caution_advice
good morning, philippines! godbless! #rescueph	not_applicable
@jlin7 can u please share list of gov't agencies &amp; ngo's for #reliefph https://t.co/ek7fvngg #rescueph http://t.co/owucqsec #philippines	donations_volunteering
walang madaanan mapabayan or mapahighway. stay put sa bahay. #flood #habagat #prayforthephilippines	sympathy_prayers
the rains and floods in metro manila has nothing to do with god’s wrath on the rh bill. it’s nature correcting itself.	not_applicable
good morning. please #prayforphilippines #reliefph #philippines . god bless!	sympathy_prayers
as of 8:10am aug 8,update on relief operations: https://t.co/sqp8okai #reliefph	donations_volunteering
rescuers are also human beings. they need food and water, and appreciate gestures of support. let's all cheer them on.#rescueph	donations_volunteering
rt @cbcpnews carita manila accepting donations4 flood victims: acct# bpi 3063-5357-01/mb 175-3-17506954- /bdo 5600-45905/pnb 10-856-660001-7	donations_volunteering
rt can somebody rescue my friend @ 1215 dearborn st brookside subd cainta rizal 09068040384.still on roof 8/8 7:58am @philredcross #rescueph	affected_individuals
rt @messengerbagboy: nino alvaro hermano last seen wearing dark blue jacket with shorts and carrying a bag. please tag @madoxified #rescueph	affected_individuals
http://t.co/x4huc6vn philippine red cross donations for flood victims	donations_volunteering
rt @saabmagalona: still no help!! #rescueph rt @cjdesilva: please just evacuate us to the nearest passable road. been asking help for mo ...	donations_volunteering
rt @ginoboi: please help out @tomalvarez brgy #17 sta lucia 5, de castro countryside @rescueph #rescueph	donations_volunteering
@article8jester @junpoblador @ferdietopacio @rizadf @tetalimcangco in case needed, here's the main site: http://t.co/gsuzh1yz #reliefph	donations_volunteering
#reliefph needs food and water.	donations_volunteering
rt @bbcnews: manila's flood death toll rises http://t.co/kbtrixpo	affected_individuals
rt @flypal: pal passengers to/from manila, who are unable to take their flights due to floods may rebook their tickets--with rebooking c ...	caution_advice
😰 omg himnae..“@sphasiaone: 250,000 flee as floods paralyse philippine capital http://t.co/uui8xewy”	caution_advice
hashtags help coordinate relief efforts in philippine floods: more about: philippines, disaster relief, flooding http://t.co/0pedeqly	donations_volunteering
hashtags help coordinate relief efforts in philippine floods: more about: philippines, disaster relief, flooding http://t.co/xhbd8rxx	donations_volunteering
don't worry, our life guard walks on water. #prayerworks #prayforthephilippines #reliefph	sympathy_prayers
manila water no water today, affected by the flood in brookside cainta, rizal!!!	infrastructure_utilities
hashtags help coordinate relief efforts in philippine floods: more about: philippines, disaster relief, flooding http://t.co/mftyqdbt	donations_volunteering
hashtags help coordinate relief efforts in philippine floods:   in the midst of widespread flooding in manila, w... http://t.co/u7ss2asn	donations_volunteering
relief ops continue in santuario de san antonio parish, makati. 2 deployments planned today. donations &amp; volunteers and welcome. #reliefph	donations_volunteering
@bbcworld: manila's flood death toll rises http://t.co/bq9qfkik too real. i am sad. prayers to the people.	sympathy_prayers
